LABEL,TEXT
mostly-true,The five Taliban detainees being released from Guantanamo in exchange for captured Army Sgt. Bowe Bergdahl are the hardest of the hard-core. These are the highest high-risk people.
barely-true,Says Israel Prime Minister Benjamin Netanyahu didnt change his position on a two-state solution.
mostly-true,Says women who need a sonogram in the eighth to 10th week of pregnancy have to get a transvaginal sonogram.
FALSE,Theres still about $400 billion or $500 billion of the stimulus plan that has not been spent. Why dont we stop it.
barely-true,Says Alex Sink supported a $5.2 billion increase in Floridas debt.
mostly-true,"Of the topfive cities for staged automobile accidents, three are in Florida. We rank No. 1 in the country in staged auto accidents."
barely-true,"Frank Guinta voted to make middle class taxpayers pay over a $1,000 more a year in taxes."
half-true,"For years now, we have spent more money than we have taken in."
barely-true,Senate Democrats who left the state for weeks to delay a vote on union bargaining power exercised a Wisconsin filibuster provided by the states constitution.
TRUE,The Pink Pony club in DeKalb County has never been cited for any violation of an ordinance or state law.
TRUE,"Since 2008, Gwinnett Countys population has grown 15 percent, while the county government staff has increased only 1 percent."
TRUE,Harry Reid was against (the nuclear option) before he was for it. Mitch McConnell was for it before he was against it. President Obama was against it before he was for it.
pants-fire,North Korea is telling its people that their mens national team is in the World Cup final.
TRUE,Says David Jolly refused to cut spending for a national greenhouse in D.C.
half-true,Says David Dewhurst went out for drinks during Senate debate on abortion bill.
half-true,"The CDC issued a report commissioned by President Obama just earlier this year, and it found some very inconvenient facts. Armed citizens are less likely harmed by attackers. Effectiveness of gun control laws is mixed. Gun buybacks dont work."
TRUE,The Walton family of Walmart ... This one family owns more wealth than the bottom 40 percent of the American people.
barely-true,"Cuccinelli wants to make all abortion illegal, even in cases of rape and incest, even to protect a womans health."
FALSE,"Says Rand Paul thinks drug-dealing, theft, burglary and prostitution should be decriminalized."
half-true,"By the time you drink your coffee, an elephant is killed for its ivory tusks."
half-true,The overwhelming amount of the money that were raisingis not going to Hillary (Clinton) to run for president. ...Its going to the congressmen and senators to try to take back Congress.
FALSE,"When Sarah Palin was in government, Barack Obama was a community organizer."
FALSE,Says his 9-9-9 tax reform plan is not regressive.
half-true,About half the people who would qualify for Medicaid expansion in Florida can buy a health care plan for $30 a month on the federal health care exchange.
pants-fire,"Until the new Iran deal, China and Russia have never voted with us at the U.N. on any sanctions on Iran in the past."
FALSE,"Insurers delayed an Illinois man's treatment, and he died because of it."
mostly-true,"Says Hillary Clinton supported North American Free Trade Agreement), and she supported Chinas entrance into the World Trade Organization. She supported the job-killing trade deal with South Korea. She supported the Trans-Pacific Partnership."
mostly-true,"Says there are Ohio Turnpike workers getting paid $66,000 a year to collect tolls that machines might collect."
half-true,Fox changed around their poll eligibility criteria on the day they announced who is in and out of their debate.
barely-true,"Since being elected, (Tom Barrett) has dumped 8.2 billion gallons of raw sewage into Lake Michigan."
TRUE,"An audit shows there are 6.5 million people who have active Social Security numbers who are 112 years of age or older,"
half-true,"Both China and Japan have surpassed us, with Japanese cars now getting an average of 45 miles to the gallon."
pants-fire,This administration is slashing the Navy to pay for more Obamacare.
half-true,"Since President Obama took office, our federal spending has increased by nearly 30 percent and our national debt has increased by almost 50 percent."
barely-true,McCain will give more tax breaks to big oil.
half-true,"Since President Obama took full control of Washington, every day, 13,000 more people have been put on food stamps."
half-true,The election bill allows persons to correct an absentee ballot if they did not sign it and requires an extra two hours a day for early voting. Everything else in this bill is discretionary.
TRUE,"Says President Barack Obama will not utter the words radical Islamic terrorism and as matter of policy, nobody in the administration will say the words radical Islamic terrorism."
TRUE,More than 64 percent of minimum-wage earners are women.
half-true,President Barack Obama deserves to be called the most successful food stamp president in American history because 47 million Americans are on food stamps.
barely-true,"Says Maggie Hassan pays zero property taxes on her $500,000 home."
FALSE,Under the Obama plan . . . all the health care in this country is eventually going to be run by the government.
mostly-true,Says Obama called Medicaid broken four years ago.
mostly-true,"In the U.S. agreement with the Cuban government, no commitment was made to allowing the establishment of political parties or to even begin the semblance of a transition to a democracy."
FALSE,"Ryan Sittons company accepted over $650,000 in Obama stimulus dollars."
barely-true,"For four days in Denver, the Democrats were afraid to use the words 'Islamic terrorism.'"
half-true,"A former Clinton administration official and other economists agree that if you keep extending these temporary unemployment benefits, youre just going to extend joblessness even more."
half-true,"In the past decade, K-12 funding has grown six times faster than the rate of enrollment."
barely-true,Cities like Seattle have decided to ban food carts.
mostly-true,Creating 25 jobs in Umatilla County has the same impact as 500 jobs in the metro region.
half-true,"Will (HB2)threaten federal funding for public schools under Title IX? No, according to a federal court which has looked at a similar issue."
FALSE,"Some of the things that (Megyn Kelly) said, I didnt say."
TRUE,Says an amendment specifying when military members may use deadly force does nothing to change existing rules of engagement for American service members.
TRUE,Sometimes I was the only no vote on the entire board.
pants-fire,"Monica Wehby and Jason Conger are causing devastating consequences for nearly 23,000 Oregonians looking for work."
pants-fire,"After the U.S.-led military alliance ejected Saddam Husseins forces from Kuwait in 1991, the Kuwaitis never paid us."
half-true,The total (state) payroll has gone down. The total amount of the number of workers in the state has gone down. I like the fact that the bulk of that is just by retirements.
barely-true,Says the estate tax is a threat to family farms.
FALSE,We can fix our roads without raising taxes.
pants-fire,Says Michelle Obama waved red communist flags on her trip to China.
mostly-true,Only 14 percent of Catholics agree with the Vaticans position that abortion should be illegal.
barely-true,Says Donald Trump is against minimum wage.
barely-true,Less than 1 percent of 1 percent of the American population has given an amount over $200 to a federal political campaign.
FALSE,Obama couldn't have afforded his home without Rezko's help.
TRUE,Obama Skips Out On Condemning Left-Wing Attacks On Gen. Petraeus Despite Casting Other 'Important Votes' Earlier And Later In The Day.
half-true,Americas least-trusted news sources are also its most popular.
half-true,"Among the nations 51 largest metropolitan areas, Milwaukee is the only one where the poverty rate is more than four times greater in the city than it is in the suburbs."
barely-true,Only three in 10 Texas doctors are currently accepting new Medicaid patients.
half-true,"Obama's first call (as president) to any head of state was to Mahmoud Abbas, leader of Fatah party in the Palestinian territory."
FALSE,"The Clintons now charge the Secret Service $10,000 monthly rent for the use of (a) Secret Service residence and that rent is just about equal to their mortgage payment."
FALSE,Says an appointed board created under Obamacare will have the ability to come between you and your doctor in determining the best treatment options for you!
barely-true,"Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spending more than tripled when adjusted for inflation."
FALSE,David Cicilline is the 5th most liberal person in the House of Representatives.
mostly-true,"Says U.S. Senate Democrats have gone without any budget at all for more than 1,000 days."
barely-true,"Saysthe State Department has had half a year to respond to a Benghazi document request, yet I have not gotten a single, solitary scrap of paper."
barely-true,"Republican leaders said ""no"" to ""tax cuts for 95% of working Americans."""
barely-true,We confer more PhDs each year than any other university in America except Berkeley.
half-true,The Obama administration raised discretionary spending by 24 percent from President George W. Bushs last full-year budget and will run up more debt by October than Bush did in eight years.
half-true,"200,000 students attempt suicide every year on college campuses."
mostly-true,"For the first time in eight years, our budget also increases funding for persons with disabilities by $36 million to help more disabled people receive community-based services."
barely-true,Taking all the money of the top 1 percent wouldnt keep Medicare going for three years.
mostly-true,The majority of (the American people) voted for a Democratic House.
TRUE,We have the highest corporate tax rate in the world. Its 35 percent.
half-true,Newt balanced the federal budget.
mostly-true,"Says Donald Trump was forced to file for bankruptcy not once, not twice, four times."
TRUE,"Says that in his first 17 months as president, the United States doubled its world-leading $500 million a year commitment to fighting global AIDS."
half-true,The cost of fire in Rhode Island is anywhere from 33 percent to 100 percent more expensive than anywhere else we could find.
barely-true,Iranian mullahs took American hostages and they held the American hostages for 444 days. ...The one hour in which they released them was the one hour in which Ronald Reagan was taking the Oath of Office 
barely-true,Mayor White has major stake in Barnett Shale production company.
barely-true,"Rep. Jim Renaccis plan to end Medicare also puts nursing home care for 3,000 seniors in the district in immediate jeopardy."
TRUE,"When we passed (the stand your ground law), we said it portends horrific events when peoples lives were put into these situations."
mostly-true,The federal government has made investments in science and technology inventing the products that led to the creation of Google.
TRUE,Weve seen more anti-womens choice bills introduced in the first half of this session than weve seen in the last three General Assemblies.
half-true,"Says his administration put more border patrol agents on the U.S.-Mexico border than at any time in history, and the flow of undocumented workers across the border is actually lower than its been in 40 years."
barely-true,"On Syria, alot of the allies signed on. At the last minute, Obama backed off."
TRUE,"Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized."
TRUE,Jim Renacci tried to avoid paying taxes on nearly $14 million that he made.
TRUE,"Barack Obama accepted $200,000 from executives and employees of oil companies."
FALSE,"In an interview with the Chicago TribunesEditorial Board, Comptroller Leslie Munger says that in order to balance a budget, the state would have to cut social services completely."
pants-fire,"Iowa, for good reason, for constitutional reasons, for reasons related to the Lord, should be the first caucus and primary."
TRUE,The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- and wages have fallen for black workers in Texas since 2000.
barely-true,Obamacare could cause 20 million people to lose their current coverage.
barely-true,"Children are crossing the border because President Barack Obama said if you come, youre going to be able to stay, because were not going to enforce the law."
FALSE,Says U.S. Rep. Tammy Baldwin is backing President Barack Obamas plan to pass a $1.5 trillion tax increase.
mostly-true,"Over the past decade, the big five oil companies --- BP, Chevron, ConocoPhillips, ExxonMobil and Shell -- made a total profit of nearly $1 trillion."
half-true,"When Mitt Romney was governor, the fact is that the average income for a family in Massachusetts went up by $5,500."
half-true,Twenty million Americans are out of work.
mostly-true,Net immigration from Mexico last year was zero. Fact-check me.
mostly-true,"The Republican plan for tax cuts is to give each millionaire -- the top 1 percent of income in this country -- $83,347 a year in tax cuts."
FALSE,"A proposed revenue smart cap gives Floridians a voice, requiring a 60 percent vote by citizens in order to impose a new tax, fee, license, fine, charge or assessment."
barely-true,"Eighty-five percent of every dollar donated to the Clinton Foundation ended up either with the Clintons or with their staff to pay for travel, salaries, and benefits. Fifteen cents of every dollar actually went to some charitable beneficiary."
TRUE,Fourteen million Americans mortgages are greater than the value of their homes.
half-true,The U.S. Postal Service doesnt run on your tax dollars. Its funded solely by stamps and postage.
half-true,Cheney is disagreeing with President Bush's policy. President Bush stated repeatedly to international audiences and to the country that he wanted to close Guantanamo.
half-true,Barack Obama's nominee for 'regulatory czar' has advocated a 'Fairness Doctrine' for the Internet that would require links to opposing opinions.
TRUE,"Weve created more than 850,000 jobs, more than all the other states combined."
half-true,There is no reason to allocate 60 percent of bridge space to satisfy two percent of all travelers.
pants-fire,A United Nations working group has adopted a proposed agenda to enable member nations to disarm civilians within their borders.
barely-true,Says she balanced a $10 billion budget shortfall without raising taxes.
FALSE,"If 20 million illegals vote, you can kiss the Second Amendment goodbye."
FALSE,Planned Parenthood has now (been) found to also illegally sell baby parts.
TRUE,Anyone can die of a toothache.
TRUE,Says Jim Frishe wanted to tax us for doing our taxes through an accountant.
mostly-true,"When Republicans last controlled the presidency and Congress, the number of people on food stamps (and) the number of people in low-income housing went through the roof."
barely-true,"This year, the Austin City Council granted a small homestead property tax exemption of $5,000... applied equally to everyone. And we also granted an exemption for the elderly and the disabled members of the community."
FALSE,Perry pushed for a law that lets insurance companies raise homeowners rates without having to justify the increase.
TRUE,Jason Carter backed three of Nathan Deals budgets but accuses the governor of underfunding education.
barely-true,"Says President Obama was wrong about Muslims historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries."
half-true,"As a congressman, Mark Neumann voted four times to increase our debt."
TRUE,On oil drilling off Floridas coast
half-true,"If parents ""don't have health insurance that Senator Obama wants them to have (for their children), they will be fined."""
pants-fire,The projected revenue from the Mayweather/Pacquiao fight is larger than the annual GDP of 29 different countries.
FALSE,Says sixty-two percent of small businesses over the last five years went under because they couldnt pay their health care bills.
mostly-true,"Since (welfare reform) was signed into law, the number of families living in extreme poverty has more than doubled."
barely-true,"Theres a tax credit of $2,400 to bond [former inmates] that an employer would get for hiring a convicted felon. Theres a federal bonding program -- you can get $5,000 to $25,000 in federal money to hire a convicted felon. And theres federal grants for felons to set up their own small businesses."
FALSE,Jesus was an undocumented immigrant.
FALSE,On gay marriage
FALSE,"Ann Kuster supports the government takeover of healthcare, which robs Medicare of over $700 billion."
mostly-true,(The Opportunity Scholarship Act) would be funded directly from public school budgets. So it would absolutely take money out of the public school system to transfer to private and religious schools.
half-true,"While Rob Portman relies on his super PAC and a handful of billionaires to do his dirty work, we dont have a super PAC, and quite frankly, we dont want one that spends millions to spew out lies and distortions."
barely-true,This (Ebola) is not as bad as SARSwas in 2003.
pants-fire,"A couple of debates ago, (Donald Trump) said if you dont support socialized health care, youre heartless."
FALSE,Its four or five states where the number of insurance options have narrowed under the Affordable Care Act.
barely-true,"Ethanol reduced gas prices by 89 cents per gallon in 2010, and if ethanol disappeared, gas prices could rise by as much as 92 percent."
mostly-true,"The sequester wont consider whether were cutting some bloated program that has outlived its usefulness, or a vital service that Americans depend on every single day. It doesnt make those distinctions."
pants-fire,Final election 2016 numbers: Trump won the popular vote.
half-true,Says opponents of proposed Austin school district bonds say the districts debt load doubles with these new bonds.
pants-fire,Says campaign contributions to her rival for a state House seat was money intended for schoolchildren.
TRUE,Says a 1915 referendum on womens right to vote went down in New Jersey. And it took the Legislature to pass it.
FALSE,Says U.S. House candidate Carlos Curbelo supported ending the Medicare guarantee.
FALSE,"The Obama administration ""was successful in rushing a massive spending bill through Congress in just two days after which it sat on the president's desk for three days, while he was away on vacation."""
FALSE,"In 1992, Barack Obama directed ""Project Vote - an arm of ACORN that also encouraged voter registration."""
half-true,"In this country, we have a 25 percent dropout rate."
mostly-true,"In the last seven years of my tenure, Texas created 1.5 million new jobs. As a matter of fact, without Texas, America would have lost 400,000 jobs."
pants-fire,A report by the US General Accountability Office (GAO) in 2008 found that the disposal of Katrina wastes by AshBritt in the south resulted in the creation of contaminated sites along the Gulf Coast and two new Superfund sites in New Orleans.
half-true,"Every 20 seconds, a child dies because they lack access to clean water and sanitation."
TRUE,"Fleeing Syria, a million children are now refugees."
half-true,"Right now, our corrections department charges taxpayers between $30,000 and $40,000 a year per person we lock up, she said. Thats actually cheap when you compare us to the rest of the country."
barely-true,Says his Patient OPTION Act is the only Republican plan that completely repeals Obamacare and it takes the federal bureaucrat out of decisions for you.
mostly-true,Says federal spending has increased 21 percent over the past three years.
TRUE,"If the government shuts down, all military personnel will continue to serve and accrue pay but will not actually be paid until appropriations are available."
TRUE,Rand Pauls speech ... on Gattaca was totally ripped off of Wikipedia.
mostly-true,More astronauts have been to the moon than farmers who paid the inheritance tax in 2013.
half-true,"Portland, Ore., has never gotten over 12 to 15 percent ridership of its public transit system in the past 12 years."
half-true,Solar and wind energy are both cheaper than nuclear right now.
half-true,Says New Jersey has the highest unemployment rate in the region and stagnant job growth.
mostly-true,Says Hillary Clinton wonhealth care for 8 million children.
pants-fire,Says abortion is the most common surgery in our country.
mostly-true,Income disparities in the United States are the worst since the 1920s.
barely-true,The stimulus bill promised to keep unemployment under 8%.
mostly-true,The University of Texas is starting the first medical school at a major Tier One university in the last 50 years.
FALSE,"None of the polls being conducted right now have us on the top line. None of them. Its always Trump and Clinton and then second question, third question. ... If we were included in the top line, as Johnson/Trump/Clinton, wed be at 20 percent."
TRUE,"98 percent of American families make under $250,000 a year."
barely-true,"The Clinton Foundation gives less than 10(percent in direct aid). In 2013, they raised 140 million bucks, gave $9 million to people in direct aid."
FALSE,Sen. Barbara Boxer passed only three bills in 18 years into law.
mostly-true,State employees havent received a raise in five or six years.
mostly-true,Says more than eight countries lead the United States in the percentage of college graduates.
half-true,"Since the passage of the Affordable Care Act, U.S. health care spending grew at 3.9 percent for the last three years, the lowest growth rate in over 50 years."
half-true,Sanctuary cities such as Philadelphia refuse to cooperate with the federal government in locating suspected terrorists who are in their custody and are in the country illegally.
mostly-true,Georgia is one of only five states where breweries cant sell you a pint of beer to drink on premise or sell you a six-pack to go.
FALSE,"Under President Barack Obama, 8.3 (million) fewer Americans are working today than there were four years ago."
mostly-true,"Under Republicans, recessions happen four times as frequently as under Democrats."
half-true,"Teenage births cost Texas taxpayers $1.1 billion in health care, foster careand lost tax revenue in 2010 alone."
half-true,Says she made an accurate prediction that if Barack Obama were elected it would encourage Russia to invade Ukraine.
barely-true,Today roughly half of born-again Christians arent voting. Theyre staying home.
half-true,"Says Donald Trump, in his campaign announcement speech, also said, And many of them (Mexicans) are good people. You keep leaving that out of your quote."
half-true,Republican Bob Donovan has run as a Republican time and again.
FALSE,Hedge fund managers and others in private equity pay much lower (tax) rates on their income than do truck drivers and teachers and nurses.
FALSE,It still had not gotten terrible on the roads by 2 to 3 p.m. Tuesday.
barely-true,We came out against Deepwater and everybody is now paying for [the project] in their electric bills.
barely-true,Americans admire Glenn Beck more than they admire the pope.
half-true,"Due to over-incarceration in 1950, two out of three young black men were in the workforce. Today, its one out of three black men are in the workforce."
TRUE,Four (maybe five) Latinos have served on the Austin City Council.
FALSE,"I am the only person in this field who is against amnesty. Every other person in this field wants to allow people who are here illegally to be able to stay here, in one form or another."
mostly-true,"Says because of his actions, Wisconsin property taxes today are lower than they were four years ago."
TRUE,Democratic candidate Jeff Greene ran for Congress as a California Republican.
FALSE,Says Gov. Rick Scotts approval ratings are up.
mostly-true,Says Obama administration delay of health care laws employer mandate affects about 1 percent of the American workforce.
FALSE,Says all my grandparents immigrated to America.
barely-true,Said his mother had to fight with health insurance companies for treatment because of a pre-existing condition.
mostly-true,Says Jeb Bush oversaw (an) average in-state tuition increase of 48.2 percent during his tenure.
TRUE,The entire state of Florida led the nation last year with the most prison inmates committing tax fraud.
mostly-true,"Mike Pence voted against expanding the Childrens Health Insurance program, which Hillary helped to start."
TRUE,Most state employees could pay twice as much toward their health care premiums and it would still be half the national average
FALSE,Mickey Mouse was registered to vote (in Florida).
pants-fire,"Very, very, very few people get a pat-down when they go through airport security."
barely-true,"In September, the Department of Business and Consumer Services enacted a sudden 39% workers compensation premium assessment by rule with little notice to the public."
mostly-true,"Giving the facts: 73,000 jobs created ... since 11. Do you know how many direct jobs in the auto industry? 1,800."
barely-true,Says Hillary Clinton and Ralph Northam label police as racists.
TRUE,Most Texans aren't millionaires.
mostly-true,The town of Cumberland has its highest bond rating in history.
half-true,"Since February 2009, our economy has lost roughly 3 million private sector jobs while the federal government has grown by more than 400,000 jobs."
mostly-true,I've seen (life) from the factory floor when I was working the graveyard shift ...and I'd be ankle-deep in water at the Murray Ohio bicycle plant where I was running a machine that was so loud I couldn't hear myself yell if I wanted to.
barely-true,Says Dwight Holton has never set foot in an Oregon courtroom.
half-true,State Medicaid expansion will save our treasury $1 billion over the next eight years.
pants-fire,"The U.S. unemployment rate has been massaged, its been doctored."
TRUE,"If you printed a $1 bill for the entirety of the $14.1 trillion national debt, the resulting pile of money would weigh more than 136 aircraft carriers."
mostly-true,Eighty out of 82 counties in Ohio ... have an auto manufacturing facility.
FALSE,"Under Scott Walker, the Wisconsin middle class is shrinking at a faster rate than any other state in the country."
half-true,"What we have done with the PATRIOT Act, weve given the government enormous powers. Weve given the government the right to reach deeply into peoples private lives, into their business affairs, without a court order."
mostly-true,"One in five women in the military are receiving unwanted sexual contact, as are 3.3 percent of men."
TRUE,Virginia spends less per student today than we did in 2008.
FALSE,The economic impact of Atlantas 2000 Super Bowl was $292 million.
half-true,Do you know those former Soviet Bloc countries have all moved to flat taxes?
TRUE,"More people hunt and fish in Texas in a given year than attend the... games of the Dallas Cowboys, the Dallas Mavericks, the Houston Texans and the Houston Rockets combined."
half-true,Georgia legislation on immigration is a copycat of an Arizona immigration bill.
barely-true,A New York imam wants tohave a mosque at Ground Zero.
FALSE,One of the other inaccuracies ...is that we have raised taxes multiple times and run up the budget. Absolutely not true. One tax increase since Ive been in office. It was a quarter mill tax in the unincorporated area only.
barely-true,Some billionaires have a tax rate as low as 1 percent.
FALSE,"The profit [from automated traffic enforcement cameras] is going to the private corporations, not to the city or state."
mostly-true,Our unemployment rate is now lower than it was before the financial crisis.
barely-true,"It is estimated that every $100 million spent on construction generates 3,000 new jobs."
mostly-true,We have the highest corporate income tax in the world right now.
mostly-true,"I used tax cuts to help create over 80,000 jobs in New Mexico."
barely-true,Says Scott Walker tried to pass a law to allow pharmacists to block womens access to birth control.
mostly-true,The only time over the last 25 years when the states unemployment rate exceeded the U.S. average was when (Mary) Burke was commerce secretary.
FALSE,Were broke. We dont have any more money.
TRUE,"Again today (Ahmadinejad) made light of 9/11, and said that he's not even sure it happened and that people actually died."
barely-true,Says direct shipment of wine makes underage drinking as simple as a mouse click.
barely-true,"Under Barack Obama the last two years, the number of federal limousines for bureaucrats has increased 73 percent."
barely-true,"Obama has been sending taxpayer dollars, at least $350,000 to fund anti-Likud, anti-Netanyahu groups in Israelfor (the) election."
FALSE,When I was U.S. Attorney we wound up putting 10 percent of the state Legislature in jail during my seven years.
mostly-true,Sixty percent of Americans now support legalizing marijuana.
TRUE,"Since being elected in 2002, Scott Walker has given back over $370,000 of his salary to the county."
mostly-true,"Florida ""has the second-highest foreclosure rate in the nation."""
TRUE,"The religious liberty bill proposed in the Georgia House of Representatives does not specifically exclude corporations, which means they can legally claim a religious exemption."
mostly-true,"Says Saudi Arabia, a U.S. ally, has paid to export throughout the world Wahhabism -- an extreme form of Islam that basically teaches Americans are the devil."
mostly-true,Bill Clinton presided over the biggest expansion of the American economy since World War II.
barely-true,"When they passed Obamacare, they put a bailout fund in Obamacare. We led the effort and wiped out that bailout fund."
FALSE,David Dewhurst has never once cut one penny from the state budget.
pants-fire,Wisconsin Gov. Scott Walkers move to limit collective bargaining rights has led to riots at the Capitol -- Its like Cairo has moved to Madison these days.
mostly-true,An amendment inserted by lawmakers into the state budget exempts scientific researchers from all state animal cruelty laws.
half-true,Its illegal for a state to say were simply going to cut off (union contract) negotiations. Theres a legal requirement that you are involved in good faith bargaining.
TRUE,In Rhode Island there are 150 different pension plans for public workers.
mostly-true,Dave Brat worked on Democrat Gov. Tim Kaines Council of Economic Advisors while Kaine tried to raise our taxes by over $1 billion.
half-true,"Women still do not get paid as much as men, even for the same work, period."
mostly-true,"Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. Donald Trump doesnt."
half-true,Says Donald Trump has a long history of exporting jobs overseas.
half-true,"Scott Walker to cut $300 million from universities, spend $500 million on a pro basketball stadium."
FALSE,A defense bill includes language that would require military hospitals to provide abortions on demand.
FALSE,Says Gov. Scott Walkers repeal of a 2009 law has left Wisconsin as one of five states without an equal pay law protecting women from gender discrimination in their paycheck.
TRUE,Says New Jerseys prison system is 61 percent African-American even though our state is just 13 percent black.
half-true,We are the only major country on Earth that doesnt guarantee health care to all people as a right.
TRUE,"Do you know that, statistically, when you take the SAT a second time, one third of the people that take the SAT, even if theyve been studying, will get a lower score than they did the first time around?"
barely-true,"On HealthCare.Gov, Texan Mark Sullivan found a good health insurance plan that includes dental, for less than $80 a month."
TRUE,"Sen. Obama has declared, and repeatedly reaffirmed his intention to meet the president of Iran without any preconditions."
mostly-true,We see a quarter-billion dollars in a pension fund that needs to be funded at $1.2 billion.
TRUE,I'm proud to have had a 100 percent pro-life voting record.
mostly-true,Americans are 20 times as likely to die from gun violence as citizens of other civilized countries.
pants-fire,Says a Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life.
TRUE,There is more oil produced at home than we buy from the rest of the world the first time thats happened in nearly 20 years.
TRUE,To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.
FALSE,Theres a mosque inside of the Pentagon.
barely-true,"I would love to see us have in this country what I helped lead in Arkansas...Amendment 65 (which) says that we believe life begins at conception, and that we ought to do everything in the world possible to protect it until its natural conclusion."
FALSE,"If we went back to the obesity rates that existed back in the 1980s, the Medicare system over several years could save as much as a trillion dollars."
half-true,"Domestic violence is seen as a pre-existing health condition and women had to pay 50 percent more for health care because of gender ratings, but under Obamacare, all of that is over."
FALSE,Says Austin is the largest city in the U.S. without nonstop flights to Europe.
half-true,On Common Core education standards
mostly-true,We are the only industrialized nation that relies heavily on a for-profit medical insurance industry to provide basic health care.
FALSE,"Says (t)his 12 year council Seat-warmer has never chaired, vice chaired, or led a single Council committee meeting."
half-true,On running for the U.S. Senate as an independent.
TRUE,"Since 1900, six (U.S. Supreme Court) justices have been confirmed during election years, including Justice Anthony Kennedy, who was confirmed in the final year of the Reagan Administration."
pants-fire,Candidate for governor Roy Barnes has been fighting hard to let illegal immigrants vote.
barely-true,"Workers in the United States are making less than they were almost 20 years ago, and yet they are working harder."
mostly-true,Rick Perry accepted more stimulus funds than any other governor except the governors of California and New York.
mostly-true,90 percent of all pain medications are prescribed in the United States.
mostly-true,"Our state economic development agency under Walker, WEDC, actually isnt even using the funds that are appropriated to it."
half-true,Says the Beaumont school districts superintendent is the highest-paid in the state.
mostly-true,"A violent felon can buy (a gun) over the Internet with no background check, no questions asked."
FALSE,Says Mexico can afford to build a wall because the countrys trade deficit with America is billions of dollars.
half-true,"The United States accounted for 26 percent of worldwide military spending during the Cold War, but now accounts for 41 percent."
TRUE,"Mathematically, the White Sox can still get in the playoffs."
half-true,Congress secured special Obamacare rules to prevent their healthcare costs from rising.
half-true,"Since Rick Perry became governor, poverty rates in Texas increased from 15.1% to 17.5% which is higher than the national average."
half-true,"Since the time of the Civil War, weve made a distinction in this country between the availability and the ability to access for people who were in the military, versus the rest of us, to vote."
FALSE,Says his campaign has released his past tax returns.
barely-true,"As a result of Chris Sununus vote against a Planned Parenthood contract, nearly 3,000 fewer women and families statewide accessed health care for birth control, cancer screenings and annual exams."
mostly-true,Says a majority of Americans -- and Republicans -- support his approach for deficit reduction.
FALSE,The media widely overlooked comments made by former President Bill Clinton that Hillary Clinton had a terrible concussion that took six months to recover from.
FALSE,Says she voted against the Medicare Part D prescription drug program because it was unfunded.
FALSE,"I just talked about guns. I told you what my position was, and what I did as governor, the fact that I received the endorsement of the NRA."
barely-true,U.S. Sen. Bill Nelson was the deciding vote for the health care law.
barely-true,"Says Morgan Carroll opposed requiring convicted sex offenders to register their online profiles, making it harder to track online sex offenders and child predators."
barely-true,"Says Adam Hasner said he will never accept a pay increase, but he voted to raise his pay four times."
barely-true,One of the reasons that Social Security is in so much trouble is that the only funding stream comes from people who get a wage. The people who get wages is declining dramatically.
FALSE,"For the votes that we got, I think we spent, on average, two bucks a pop. Compared to 42 bucks for incumbent Milwaukee County Executive Chris Abele."
half-true,"More than two months ago President Barack Obama signed a bill for more than $1 billion in Zika funding, but the federal government has still only committed $7 million to help Florida."
mostly-true,"Unemployment for those with college educations is now 4.5 percent. Unemployment for those with more than a college education, below 4 percent."
mostly-true,In the latest jobs numbers Wisconsin ranked third in the Midwest.
TRUE,The first professional baseball team was from an Ohio city.
TRUE,I'm for a three-state political solution in Iraq. (Romney) is not.
TRUE,"Says that unlike Texas, Missouri has a perfect AAA credit rating."
mostly-true,"The president can ""authorize the killing of a U.S. citizen who fights for a foreign terrorist organization."""
half-true,More whites than blacks are victims of deadly police shootings.
barely-true,Some Republican leaders in Congress are pushing to make privatizing Social Security a key part of their legislative agenda if they win a majority in Congress this fall.
half-true,40 percent of U.S. gun sales are occurring outside of licensed gun dealers.
FALSE,"The 2011 Rebuild America Jobs Act would have cost the average American family $1,000 a year while making no significant impact to fix our infrastructure and roads."
half-true,Proposed tax changes are a handout to BP.
mostly-true,"Medicare Part D was far more expensive than the Affordable Care Act and unlike the act, was never budgeted."
mostly-true,Rhode Island spends less than 10 percent of what the average state spends promoting tourism.
FALSE,"More than 400 car crashes occur each year on the current, congested Columbia River Bridge."
pants-fire,Says President Ronald Reagan had a month of job creation of 1 million.
barely-true,"Weve had examples like in Yuma County, where weve been able to stop 97 percent of the illegal (immigration) flow, and those programs, they abolish."
half-true,For the cost of the Iraq War we couldve ended world hunger for 30 years.
mostly-true,"If you make the average amount of people in Wisconsin, $50,000, you got $1.60 less a week in taxes under the state income-tax cut, but it didnt show up in your paycheck."
